,tid,title,action,scifi,drama,romance
1168,tt0246677_0_2196,Heaven  ,False,False,True,True
1169,tt0337876_0_1572,Birth  ,False,False,True,True
1170,tt1294688_0_5506,Last Night  ,False,False,True,True
1171,tt0996605_0_7790,Les chansons d'amour  ,False,False,True,True
1172,tt0995039_0_4840,Ghost Town  ,False,False,False,True
1173,tt0449487_0_5087,Passengers  ,False,False,True,True
1174,tt0300532_0_4149,Blue Crush  ,False,False,True,True
1175,tt0808357_0_9167,"Se, jie  ",False,False,True,True
1176,tt0157583_0_748,Enigma  ,False,False,True,True
1177,tt1327035_0_5473,Dev.D  ,False,False,True,True
1178,tt0159365,Cold Mountain  ,False,False,True,True
1179,tt2121065_0_5236,Episode #1.242             ,False,False,False,True
1180,tt0902249_0_7410,Ai qing hu jiao zhuan yi  ,False,False,False,True
1181,tt1340123_0_9011,Samson and Delilah  ,False,False,True,True
1182,tt0480242,Dan in Real Life  ,False,False,True,True
1183,tt0380389,Goal!  ,False,False,True,True
1184,tt0481141,No Reservations  ,False,False,True,True
1185,tt0379889,The Merchant of Venice  ,False,False,True,True
1186,tt2244901_0_9235,I Give It a Year  ,False,False,False,True
1187,tt1000593_0_5550,Episode #3.44             ,False,True,True,True
1188,tt0780621_0_1721,Tatt av kvinnen  ,False,False,True,True
1189,tt1414382_0_1710,You Again  ,False,False,False,True
1190,tt1045658_0_6326,Silver Linings Playbook  ,False,False,True,True
1191,tt1010048_0_7773,Slumdog Millionaire  ,False,False,True,True
1192,tt0339412_0_6138,Mr 3000  ,False,False,True,True
1193,tt0765120_0_7299,My Blueberry Nights  ,False,False,True,True
1194,tt1210817_0_4815,Kotha Bangaru Lokam  ,False,False,False,True
1195,tt0338097,Head in the Clouds  ,False,False,True,True
1196,tt1234542_0_6757,Le dernier vol  ,False,False,True,True
1197,tt0218922_0_7885,Original Sin  ,False,False,True,True
1198,tt1205535_0_2118,The Rebound  ,False,False,False,True
1199,tt0300051_0_2667,Jersey Girl  ,False,False,True,True
1200,tt1018785_0_149,The Sisterhood of the Traveling Pants 2  ,False,False,True,True
1201,tt0446755_0_6232,The Painted Veil  ,False,False,True,True
1202,tt0907657,Once  ,False,False,True,True
1203,tt0301357_0_5447,Good Bye Lenin!  ,False,False,True,True
1204,tt0698696_0_1036,Unoriginal Sin             ,False,False,False,True
1205,tt1067774_0_9202,Monte Carlo  ,False,False,False,True
1206,tt1649303_0_9525,Darling  ,False,False,False,True
1207,tt0248126_0_2847,Kabhi Khushi Kabhie Gham...  ,False,False,True,True
1208,tt3317282_0_1795,Videoclub  ,True,False,False,True
1209,tt1058017_0_941,The Invention of Lying  ,False,False,False,True
1210,tt0974554,Elegy  ,False,False,True,True
1211,tt1862079_0_1100,Safety Not Guaranteed  ,False,False,True,True
1212,tt1458175_0_4902,The Next Three Days  ,False,False,True,True
1213,tt1322312_0_7023,Going the Distance  ,False,False,False,True
1214,tt0810922_0_9135,Take Me Home Tonight  ,False,False,True,True
1215,tt1084950_0_5204,Rachel Getting Married  ,False,False,True,True
1216,tt0901476_0_7115,Bride Wars  ,False,False,False,True
1217,tt1067774_0_2576,Monte Carlo  ,False,False,False,True
1218,tt0437407_0_8625,Parineeta  ,False,False,True,True
1219,tt0478311_0_6926,Knocked Up  ,False,False,True,True
1220,tt0421715_0_7440,The Curious Case of Benjamin Button  ,False,False,True,True
1221,tt0437407_0_762,Parineeta  ,False,False,True,True
1222,tt0489237_0_9197,The Nanny Diaries  ,False,False,True,True
1223,tt0234829_0_8717,Summer Catch  ,False,False,True,True
1224,tt1435513_0_8329,Hysteria  ,False,False,False,True
1225,tt1403981_0_3460,Remember Me  ,False,False,True,True
1226,tt0835034_0_6120,A Four Letter Word  ,False,False,False,True
1227,tt0239949_0_2424,Say It Isn't So  ,False,False,False,True
1228,tt0252076,Maid in Manhattan  ,False,False,True,True
1229,tt0452694_0_900,The Time Traveler's Wife  ,False,False,True,True
1230,tt0898332,Samantha Who?             ,False,False,False,True
1231,tt0908454_0_9233,Gavin & Stacey             ,False,False,False,True
1232,tt0473444_0_9318,Man cheng jin dai huang jin jia  ,True,False,True,True
1233,tt1976563_0_4520,Impossible Dreams  ,False,True,False,True
1234,tt1686313_0_7021,I rymden finns inga känslor  ,False,False,True,True
1235,tt0420332,Veer-Zaara  ,False,False,True,True
1236,tt1439572_0_1523,Perfect Sense  ,False,True,True,True
1237,tt0971222,Vennela  ,False,False,False,True
1238,tt1068641_0_1847,The Burning Plain  ,False,False,True,True
1239,tt0300532_0_5447,Blue Crush  ,False,False,True,True
1240,tt0804492,The Hottie & the Nottie  ,False,False,False,True
1241,tt0332047_0_4277,Fever Pitch  ,False,False,True,True
1242,tt0376541_0_5645,Closer  ,False,False,True,True
1243,tt0240510_0_9290,The Four Feathers  ,False,False,True,True
1244,tt1981677,Pitch Perfect  ,False,False,False,True
1245,tt0989000_0_9633,In Search of a Midnight Kiss  ,False,False,False,True
1246,tt0293508_0_132,The Phantom of the Opera  ,False,False,True,True
1247,tt0989000_0_9805,In Search of a Midnight Kiss  ,False,False,False,True
1248,tt1291580_0_8562,Behind the Candelabra  ,False,False,True,True
1249,tt1291580_0_7048,Behind the Candelabra  ,False,False,True,True
1250,tt1010048,Slumdog Millionaire  ,False,False,True,True
1251,tt1596350,This Means War  ,True,False,False,True
1252,tt1536048_0_6232,W.E.  ,False,False,True,True
1253,tt1279935_0_8454,Date Night  ,False,False,False,True
1254,tt0417433_0_9540,Annapolis  ,False,False,True,True
1255,tt2980794_0_4178,Highway  ,False,False,True,True
1256,tt1395054_0_8106,Once Upon a Time in Mumbaai  ,False,False,True,True
1257,tt1234654_0_3734,Greenberg  ,False,False,True,True
1258,tt0345551,Latter Days  ,False,False,True,True
1259,tt0989000,In Search of a Midnight Kiss  ,False,False,False,True
1260,tt0964516_0_3768,Fashion  ,False,False,True,True
1261,tt0913425,Los abrazos rotos  ,False,False,True,True
1262,tt0421715_0_7346,The Curious Case of Benjamin Button  ,False,False,True,True
1263,tt0358135_0_1910,Shall We Dance  ,False,False,True,True
1264,tt0361309_0_3105,We Don't Live Here Anymore  ,False,False,True,True
1265,tt0944101,Good Dick  ,False,False,True,True
1266,tt0278823_0_6105,Hollywood Ending  ,False,False,False,True
1267,tt0769508_0_6710,Dans Paris  ,False,False,True,True
1268,tt0427327_0_4268,Hairspray  ,False,False,False,True
1269,tt0284363_0_2213,Obsluhoval jsem anglického krále  ,False,False,True,True
1270,tt0480242_0_543,Dan in Real Life  ,False,False,True,True
1271,tt0769508_0_3734,Dans Paris  ,False,False,True,True
1272,tt0817177_0_5389,Flipped  ,False,False,True,True
1273,tt0437407_0_4988,Parineeta  ,False,False,True,True
1274,tt0212712_0_8387,2046  ,False,False,True,True
1275,tt0460649_0_5769,How I Met Your Mother             ,False,False,True,True
1276,tt2350496_0_3468,Dabba  ,False,False,True,True
1277,tt0431308_0_4875,P.S. I Love You  ,False,False,True,True
1278,tt0274117,Sur mes lèvres  ,False,False,True,True
1279,tt1198101_0_9333,Kites  ,True,False,True,True
1280,tt1091722,Adventureland  ,False,False,True,True
1281,tt1374992_0_5752,Upside Down  ,False,False,True,True
1282,tt0323807_0_2881,Ricordati di me  ,False,False,True,True
1283,tt0274117_0_5634,Sur mes lèvres  ,False,False,True,True
1284,tt1018785,The Sisterhood of the Traveling Pants 2  ,False,False,True,True
1285,tt0974554_0_7194,Elegy  ,False,False,True,True
1286,tt0497465_0_2244,Vicky Cristina Barcelona  ,False,False,True,True
1287,tt1663676_0_7799,Awkward.             ,False,False,True,True
1288,tt0473367_0_3042,Jaane Tu... Ya Jaane Na  ,False,False,True,True
1289,tt0893346_0_9034,Kiss the Bride  ,False,False,False,True
1290,tt1859650_0_3495,To Rome with Love  ,False,False,False,True
1291,tt0417001_0_3415,Must Love Dogs  ,False,False,False,True
1292,tt1395054_0_944,Once Upon a Time in Mumbaai  ,False,False,True,True
1293,tt0800039_0_1900,Forgetting Sarah Marshall  ,False,False,True,True
1294,tt0476805,Malamaal Weekly  ,False,False,True,True
1295,tt1862079,Safety Not Guaranteed  ,False,False,True,True
1296,tt0345061_0_650,Code 46  ,False,True,True,True
1297,tt2611214,The Gambler             ,False,False,True,True
1298,tt0338013_0_1431,Eternal Sunshine of the Spotless Mind  ,False,True,True,True
1299,tt0347304,Kal Ho Naa Ho  ,False,False,True,True
1300,tt2976172_0_8346,Sixteen  ,False,False,True,True
1301,tt0376541_0_7785,Closer  ,False,False,True,True
1302,tt0459666,Zui hao de shi guang  ,False,False,True,True
1303,tt0375063,Sideways  ,False,False,True,True
1304,tt1453159_0_9174,The Pillars of the Earth             ,False,False,True,True
1305,tt1188996,My Name Is Khan  ,False,False,True,True
1306,tt0212712_0_6518,2046  ,False,False,True,True
1307,tt1635659_0_8079,What Happens Next  ,False,False,False,True
1308,tt0300532_0_4647,Blue Crush  ,False,False,True,True
1309,tt0805664_0_6437,Men in Trees             ,False,False,True,True
1310,tt0466816_0_298,Hallam Foe  ,False,False,True,True
1311,tt1441952_0_3901,Salmon Fishing in the Yemen  ,False,False,True,True
1312,tt0460740,Cashback  ,False,False,True,True
1313,tt1007028,Zack and Miri Make a Porno  ,False,False,False,True
1314,tt1564367_0_2673,Just Go with It  ,False,False,False,True
1315,tt0995039_0_9388,Ghost Town  ,False,False,False,True
1316,tt0841108,Hannah Takes the Stairs  ,False,False,True,True
1317,tt1176740,Away We Go  ,False,False,True,True
1318,tt0425123_0_1295,Just Like Heaven  ,False,False,False,True
1319,tt0790712_0_70,The Messenger  ,False,False,True,True
1320,tt0424237_0_3981,Lila dit ça  ,False,False,True,True
1321,tt1018785_0_5680,The Sisterhood of the Traveling Pants 2  ,False,False,True,True
1322,tt1263670,Crazy Heart  ,False,False,True,True
1323,tt0346723_0_4601,Chalte Chalte  ,False,False,True,True
1324,tt0464160_0_3484,Chup Chup Ke  ,False,False,True,True
1325,tt0852713_0_6261,The House Bunny  ,False,False,False,True
1326,tt1000593_0_1863,Episode #3.44             ,False,True,True,True
1327,tt0785007,Over Her Dead Body  ,False,False,False,True
1328,tt1667838_0_607,I Hate Luv Storys  ,False,False,True,True
1329,tt0035423_0_1286,Kate & Leopold  ,False,False,False,True
1330,tt1225901_0_3147,90210             ,False,False,True,True
1331,tt0392950_0_3432,Ishq Hai Tumse  ,False,False,False,True
1332,tt1176740_0_8801,Away We Go  ,False,False,True,True
1333,tt1487118_0_1159,Chalet Girl  ,False,False,False,True
1334,tt2630114_0_7320,Ring Up!             ,False,False,True,True
1335,tt1646203_0_7433,Du eolgurui yeochin  ,False,False,True,True
1336,tt0371735,Hungama  ,False,False,True,True
1337,tt1748122_0_8388,Moonrise Kingdom  ,False,False,True,True
1338,tt1000774_0_7681,Sex and the City  ,False,False,True,True
1339,tt1033643_0_4572,What Happens in Vegas  ,False,False,False,True
1340,tt0892318,Letters to Juliet  ,False,False,True,True
1341,tt1022478,Episode #5.10             ,False,True,True,True
1342,tt1055292,Life as We Know It  ,False,False,True,True
1343,tt0339412_0_3733,Mr 3000  ,False,False,True,True
1344,tt1092082_0_4523,Passchendaele  ,False,False,True,True
1345,tt0391229,I Want Someone to Eat Cheese With  ,False,False,False,True
1346,tt0452694_0_103,The Time Traveler's Wife  ,False,False,True,True
1347,tt1182972,Bachna Ae Haseeno  ,False,False,True,True
1348,tt0421715_0_3745,The Curious Case of Benjamin Button  ,False,False,True,True
1349,tt1655442,The Artist  ,False,False,True,True
1350,tt1862079_0_9841,Safety Not Guaranteed  ,False,False,True,True
1351,tt0901476_0_2375,Bride Wars  ,False,False,False,True
1352,tt1598822_0_773,New Year's Eve  ,False,False,False,True
1353,tt0332280_0_2198,The Notebook  ,False,False,True,True
1354,tt1105747_0_5014,Yuvvraaj  ,False,False,True,True
1355,tt0281358_0_6251,A Walk to Remember  ,False,False,True,True
1356,tt0238936_0_9189,Devdas  ,False,False,False,True
1357,tt1121977_0_5033,Mother and Child  ,False,False,True,True
1358,tt0758790_0_655,The Tudors             ,False,False,True,True
1359,tt0452694,The Time Traveler's Wife  ,False,False,True,True
1360,tt1439572,Perfect Sense  ,False,True,True,True
1361,tt0475711_0_7011,Saedeu mubi  ,False,False,True,True
1362,tt0265029_0_4034,America's Sweethearts  ,False,False,False,True
1363,tt0293508_0_5525,The Phantom of the Opera  ,False,False,True,True
1364,tt2215477_0_9747,Goliyon Ki Rasleela Ram-Leela  ,False,False,True,True
1365,tt1013743_0_3194,Knight and Day  ,True,False,False,True
1366,tt0770752,Fool's Gold  ,False,False,False,True
1367,tt0371735_0_9248,Hungama  ,False,False,True,True
1368,tt1187043_0_8117,3 Idiots  ,False,False,True,True
1369,tt0431308_0_1687,P.S. I Love You  ,False,False,True,True
1370,tt0488414_0_1367,Omkara  ,True,False,True,True
1371,tt0356680_0_865,The Family Stone  ,False,False,True,True
1372,tt0335119_0_7533,Girl with a Pearl Earring  ,False,False,True,True
1373,tt1215172_0_3074,We Need to Talk About Kieran  ,False,False,False,True
1374,tt1263670_0_1166,Crazy Heart  ,False,False,True,True
1375,tt0346723_0_8196,Chalte Chalte  ,False,False,True,True
1376,tt0391229_0_8265,I Want Someone to Eat Cheese With  ,False,False,False,True
1377,tt0414993_0_8687,The Fountain  ,False,True,True,True
1378,tt0397535,Memoirs of a Geisha  ,False,False,True,True
1379,tt1126618_0_9154,Morning Glory  ,False,False,True,True
1380,tt2265398_0_9534,Drinking Buddies  ,False,False,True,True
1381,tt0395140_0_9424,Eorin shinbu  ,False,False,True,True
1382,tt1453159,The Pillars of the Earth             ,False,False,True,True
1383,tt0035423,Kate & Leopold  ,False,False,False,True
1384,tt1014044_0_1306,Destiny and Fortune             ,False,False,True,True
1385,tt1092082_0_510,Passchendaele  ,False,False,True,True
1386,tt0467406_0_599,Juno  ,False,False,True,True
1387,tt0480687_0_7635,Hall Pass  ,False,False,False,True
1388,tt0356470_0_9415,A Cinderella Story  ,False,False,False,True
1389,tt0456396_0_181,L'enfant  ,False,False,True,True
1390,tt2630114_0_6444,Ring Up!             ,False,False,True,True
1391,tt0375154_0_4777,Tristan + Isolde  ,False,False,True,True
1392,tt0403702_0_8139,Youth in Revolt  ,False,False,True,True
1393,tt0852713_0_8026,The House Bunny  ,False,False,False,True
1394,tt1343092,The Great Gatsby  ,False,False,True,True
1395,tt0300051_0_7069,Jersey Girl  ,False,False,True,True
1396,tt0489237_0_9169,The Nanny Diaries  ,False,False,True,True
1397,tt2121065_0_936,Episode #1.242             ,False,False,False,True
1398,tt0972412,Private Practice             ,False,False,True,True
1399,tt0698696_0_2497,Unoriginal Sin             ,False,False,False,True
1400,tt0791304_0_8045,Georgia Rule  ,False,False,True,True
1401,tt1210817,Kotha Bangaru Lokam  ,False,False,False,True
1402,tt1193138_0_1759,Up in the Air  ,False,False,True,True
1403,tt2229499_0_1814,Don Jon  ,False,False,True,True
1404,tt0606116_0_3418,The Slutty Pumpkin             ,False,False,True,True
1405,tt0398883_0_85,Le conseguenze dell'amore  ,False,False,True,True
1406,tt1592873_0_6625,LOL  ,False,False,True,True
1407,tt0889573_0_6343,The Switch  ,False,False,True,True
1408,tt0419198_0_1624,La tigre e la neve  ,False,False,True,True
1409,tt0460745,Chaos Theory  ,False,False,True,True
1410,tt0314331_0_6614,Love Actually  ,False,False,True,True
1411,tt1014044_0_8061,Destiny and Fortune             ,False,False,True,True
1412,tt1605783_0_8281,Midnight in Paris  ,False,False,False,True
1413,tt1438254_0_7613,Charlie St. Cloud  ,False,False,True,True
1414,tt1068680_0_8768,Yes Man  ,False,False,False,True
1415,tt1110626,The Cutting Edge 3: Chasing the Dream  ,False,False,True,True
1416,tt2123128_0_3777,10 pelis  ,False,False,True,True
1417,tt3317282,Videoclub  ,True,False,False,True
1418,tt0796375_0_1553,You Kill Me  ,False,False,False,True
1419,tt1126591,Burlesque  ,False,False,True,True
1420,tt1976563_0_7101,Impossible Dreams  ,False,True,False,True
1421,tt1798709_0_5771,Her  ,False,True,True,True
1422,tt0489237_0_1730,The Nanny Diaries  ,False,False,True,True
1423,tt0332047,Fever Pitch  ,False,False,True,True
1424,tt1405810_0_1629,Mine vaganti  ,False,False,True,True
1425,tt0476805_0_5693,Malamaal Weekly  ,False,False,True,True
1426,tt1091722_0_3173,Adventureland  ,False,False,True,True
1427,tt1126618_0_528,Morning Glory  ,False,False,True,True
1428,tt0424880_0_9267,Candy  ,False,False,True,True
1429,tt1186803,Jiang shan mei ren  ,True,False,True,True
1430,tt1635992_0_2128,While You Weren't Sleeping             ,False,False,True,True
1431,tt0418982_0_679,Offscreen  ,False,False,True,True
1432,tt1659337_0_9004,The Perks of Being a Wallflower  ,False,False,True,True
1433,tt0314331,Love Actually  ,False,False,True,True
1434,tt1125929,Love Ranch  ,False,False,True,True
1435,tt0893346,Kiss the Bride  ,False,False,False,True
1436,tt0303785_0_5801,Bollywood/Hollywood  ,False,False,True,True
1437,tt2265398_0_8177,Drinking Buddies  ,False,False,True,True
1438,tt0795493,Cassandra's Dream  ,False,False,True,True
1439,tt0795434_0_4208,Namastey London  ,False,False,True,True
1440,tt0460740_0_5507,Cashback  ,False,False,True,True
1441,tt0446755,The Painted Veil  ,False,False,True,True
1442,tt1103275,Two Lovers  ,False,False,True,True
1443,tt0804497_0_8307,It's Kind of a Funny Story  ,False,False,True,True
1444,tt1340123_0_9453,Samson and Delilah  ,False,False,True,True
1445,tt0322674,De tweeling  ,False,False,True,True
1446,tt0250468,Killing Me Softly  ,False,False,True,True
1447,tt0358135_0_9128,Shall We Dance  ,False,False,True,True
1448,tt2209418,Before Midnight  ,False,False,True,True
1449,tt0361309,We Don't Live Here Anymore  ,False,False,True,True
1450,tt0424237_0_4943,Lila dit ça  ,False,False,True,True
1451,tt0376541,Closer  ,False,False,True,True
1452,tt0459666_0_5131,Zui hao de shi guang  ,False,False,True,True
1453,tt0316356,Open Range  ,True,False,False,True
1454,tt1195478_0_406,The Five-Year Engagement  ,False,False,False,True
1455,tt1866249,The Sessions  ,False,False,True,True
1456,tt0138524,Intolerable Cruelty  ,False,False,False,True
1457,tt0391229_0_5889,I Want Someone to Eat Cheese With  ,False,False,False,True
1458,tt0449487_0_4886,Passengers  ,False,False,True,True
1459,tt0804492_0_9993,The Hottie & the Nottie  ,False,False,False,True
1460,tt0211915,Amélie  ,False,False,False,True
1461,tt0892318_0_5644,Letters to Juliet  ,False,False,True,True
1462,tt0944101_0_4618,Good Dick  ,False,False,True,True
1463,tt1038919,The Bounty Hunter  ,True,False,False,True
1464,tt0307479_0_1505,Solaris  ,False,False,True,True
1465,tt0901476_0_2842,Bride Wars  ,False,False,False,True
1466,tt0240890_0_2337,Serendipity  ,False,False,False,True
1467,tt0944101_0_1499,Good Dick  ,False,False,True,True
1468,tt1023481_0_5490,Step Up 2: The Streets  ,False,False,True,True
1469,tt1291580_0_9819,Behind the Candelabra  ,False,False,True,True
1470,tt1655442_0_4459,The Artist  ,False,False,True,True
1471,tt0286499_0_4500,Bend It Like Beckham  ,False,False,True,True
1472,tt1010048_0_3121,Slumdog Millionaire  ,False,False,True,True
1473,tt0810726_0_4114,The Starter Wife             ,False,False,True,True
1474,tt1602620_0_8141,Amour  ,False,False,True,True
1475,tt1597766,Rats and Heroes             ,False,False,True,True
1476,tt1110626_0_2466,The Cutting Edge 3: Chasing the Dream  ,False,False,True,True
1477,tt0248126_0_5836,Kabhi Khushi Kabhie Gham...  ,False,False,True,True
1478,tt0247911_0_4151,Aap Mujhe Achche Lagne Lage  ,True,False,True,True
1479,tt1322312,Going the Distance  ,False,False,False,True
1480,tt0419198,La tigre e la neve  ,False,False,True,True
1481,tt1275863,Love Aaj Kal  ,False,False,True,True
1482,tt0397078_0_7280,Just My Luck  ,False,False,False,True
1483,tt1196948_0_1610,The Necessary Death of Charlie Countryman  ,False,False,True,True
1484,tt2082197_0_4129,Barfi!  ,False,False,True,True
1485,tt0332047_0_2275,Fever Pitch  ,False,False,True,True
1486,tt0424287_0_7274,The Mostly Unfabulous Social Life of Ethan Green  ,False,False,False,True
1487,tt1103153_0_6602,Killers  ,True,False,False,True
1488,tt3331436_0_2315,Bedtime Stories             ,False,False,True,True
1489,tt0497465,Vicky Cristina Barcelona  ,False,False,True,True
1490,tt0345549,Ruang rak noi nid mahasan  ,False,False,True,True
1491,tt2053425_0_7014,De rouille et d'os  ,False,False,True,True
1492,tt0379865_0_5824,Leatherheads  ,False,False,True,True
1493,tt1564367,Just Go with It  ,False,False,False,True
1494,tt1299370_0_6494,Li Mi de caixiang  ,False,False,True,True
1495,tt1414382_0_620,You Again  ,False,False,False,True
1496,tt0414387,Pride & Prejudice  ,False,False,True,True
1497,tt0361309_0_2455,We Don't Live Here Anymore  ,False,False,True,True
1498,tt1532503,Beginners  ,False,False,True,True
1499,tt0322420_0_8853,Zivot je cudo  ,False,False,False,True
1500,tt0788135_0_8777,Mini  ,False,False,False,True
1501,tt0035423_0_3519,Kate & Leopold  ,False,False,False,True
1502,tt0352343_0_4477,La finestra di fronte  ,False,False,True,True
1503,tt1195478,The Five-Year Engagement  ,False,False,False,True
1504,tt0345551_0_3701,Latter Days  ,False,False,True,True
1505,tt1135985_0_9093,Sex Drive  ,False,False,False,True
1506,tt1655442_0_522,The Artist  ,False,False,True,True
1507,tt0239949,Say It Isn't So  ,False,False,False,True
1508,tt1105733_0_1086,Kismat Konnection  ,False,False,True,True
1509,tt0899106_0_2900,Love Happens  ,False,False,True,True
1510,tt0480687,Hall Pass  ,False,False,False,True
1511,tt0265343_0_9703,Monsoon Wedding  ,False,False,True,True
1512,tt0338097_0_1279,Head in the Clouds  ,False,False,True,True
1513,tt1176740_0_738,Away We Go  ,False,False,True,True
1514,tt1205535,The Rebound  ,False,False,False,True
1515,tt0254455_0_6307,Lucía y el sexo  ,False,False,True,True
1516,tt1635837,Nerdy Little Secrets             ,False,False,True,True
1517,tt0278823_0_1287,Hollywood Ending  ,False,False,False,True
1518,tt1082886_0_2458,The Wackness  ,False,False,True,True
1519,tt1509767_0_6464,The Three Musketeers  ,True,False,False,True
1520,tt1478338_0_210,Bridesmaids  ,False,False,False,True
1521,tt0381668_0_9793,Sud pralad  ,False,False,True,True
1522,tt1187043_0_8557,3 Idiots  ,False,False,True,True
1523,tt1748122_0_854,Moonrise Kingdom  ,False,False,True,True
1524,tt0416320_0_3745,Match Point  ,False,False,True,True
1525,tt0381668_0_7826,Sud pralad  ,False,False,True,True
1526,tt0138524_0_7143,Intolerable Cruelty  ,False,False,False,True
1527,tt0293715_0_1363,Yeopgijeogin geunyeo  ,False,False,True,True
1528,tt0443456_0_9130,Breaking and Entering  ,False,False,True,True
1529,tt0983213_0_8286,Byôsoku 5 senchimêtoru  ,False,False,True,True
1530,tt0248126_0_2159,Kabhi Khushi Kabhie Gham...  ,False,False,True,True
1531,tt0460740_0_6132,Cashback  ,False,False,True,True
1532,tt1198101_0_5178,Kites  ,True,False,True,True
1533,tt1196948_0_6130,The Necessary Death of Charlie Countryman  ,False,False,True,True
1534,tt1033643_0_8256,What Happens in Vegas  ,False,False,False,True
1535,tt0823053,Joey and the Holding Hands             ,False,False,False,True
1536,tt1067583_0_5258,Water for Elephants  ,False,False,True,True
1537,tt0780621,Tatt av kvinnen  ,False,False,True,True
1538,tt0456165,Salaam Namaste  ,False,False,True,True
1539,tt0284363_0_9575,Obsluhoval jsem anglického krále  ,False,False,True,True
1540,tt0307479,Solaris  ,False,False,True,True
1541,tt0808164_0_9493,Bas Ek Pal  ,False,False,True,True
1542,tt1015086_0_5547,Plaka mou kaneis!             ,False,False,False,True
1543,tt1635837_0_3407,Nerdy Little Secrets             ,False,False,True,True
1544,tt1324059_0_7050,Wake Up Sid  ,False,False,True,True
1545,tt1261945_0_2724,Sex and the City 2  ,False,False,True,True
1546,tt0788135_0_3620,Mini  ,False,False,False,True
1547,tt0794374_0_9637,Yihe yuan  ,False,False,True,True
1548,tt1472059_0_1290,Eating Out: All You Can Eat  ,False,False,True,True
1549,tt1465487_0_8781,L'arnacoeur  ,False,False,False,True
1550,tt2244901_0_5610,I Give It a Year  ,False,False,False,True
1551,tt0458352_0_4271,The Devil Wears Prada  ,False,False,True,True
1552,tt0240890_0_9902,Serendipity  ,False,False,False,True
1553,tt0400172_0_4425,Anus Magillicutty  ,False,False,False,True
1554,tt0835034_0_39,A Four Letter Word  ,False,False,False,True
1555,tt0380389_0_9864,Goal!  ,False,False,True,True
1556,tt0356680_0_6967,The Family Stone  ,False,False,True,True
1557,tt1230414_0_3689,It's Complicated  ,False,False,False,True
1558,tt0443456_0_6053,Breaking and Entering  ,False,False,True,True
1559,tt1597766_0_5386,Rats and Heroes             ,False,False,True,True
1560,tt1178663_0_1840,Whatever Works  ,False,False,False,True
1561,tt1015086_0_4090,Plaka mou kaneis!             ,False,False,False,True
1562,tt1263750_0_5166,Habitación en Roma  ,False,False,True,True
1563,tt0871426_0_5960,Baby Mama  ,False,False,False,True
1564,tt0423977_0_2132,Charlie Bartlett  ,False,False,True,True
1565,tt0480242_0_7056,Dan in Real Life  ,False,False,True,True
1566,tt1225822_0_2712,Extract  ,False,False,False,True
1567,tt2630114,Ring Up!             ,False,False,True,True
1568,tt0866437_0_859,The Jane Austen Book Club  ,False,False,True,True
1569,tt0795493_0_8784,Cassandra's Dream  ,False,False,True,True
1570,tt0907657_0_1692,Once  ,False,False,True,True
1571,tt0272338_0_9503,Punch-Drunk Love  ,False,False,True,True
1572,tt1058017_0_2203,The Invention of Lying  ,False,False,False,True
1573,tt0401445_0_8937,A Good Year  ,False,False,True,True
1574,tt1343092_0_1166,The Great Gatsby  ,False,False,True,True
1575,tt0464160_0_6035,Chup Chup Ke  ,False,False,True,True
1576,tt0971222_0_1744,Vennela  ,False,False,False,True
1577,tt1142988_0_89,The Ugly Truth  ,False,False,False,True
1578,tt0301357_0_9829,Good Bye Lenin!  ,False,False,True,True
1579,tt0335119,Girl with a Pearl Earring  ,False,False,True,True
1580,tt1195478_0_4936,The Five-Year Engagement  ,False,False,False,True
1581,tt1596350_0_1404,This Means War  ,True,False,False,True
1582,tt1093370,Jab We Met  ,False,False,False,True
1583,tt1609168,Vinnaithaandi Varuvaayaa  ,False,False,True,True
1584,tt1536048_0_7897,W.E.  ,False,False,True,True
1585,tt0265343,Monsoon Wedding  ,False,False,True,True
1586,tt1266859_0_8338,The Dark Night             ,False,False,True,True
1587,tt0380389_0_8418,Goal!  ,False,False,True,True
1588,tt0238936_0_2994,Devdas  ,False,False,False,True
1589,tt0497137,Ssa-i-bo-geu-ji-man-gwen-chan-a  ,False,False,True,True
1590,tt0835034,A Four Letter Word  ,False,False,False,True
1591,tt1686313_0_5870,I rymden finns inga känslor  ,False,False,True,True
1592,tt0316356_0_749,Open Range  ,True,False,False,True
1593,tt1275863_0_6957,Love Aaj Kal  ,False,False,True,True
1594,tt0325734,Liegen lernen  ,False,False,True,True
1595,tt1542852,Carancho  ,False,False,True,True
1596,tt0401445_0_1393,A Good Year  ,False,False,True,True
1597,tt1198101_0_2876,Kites  ,True,False,True,True
1598,tt0218922_0_8112,Original Sin  ,False,False,True,True
1599,tt1275863_0_2549,Love Aaj Kal  ,False,False,True,True
1600,tt1414382,You Again  ,False,False,False,True
1601,tt1276419_0_6255,En kongelig affære  ,False,False,True,True
1602,tt1276419,En kongelig affære  ,False,False,True,True
1603,tt1993901_0_584,Hairdos & Holidays             ,False,False,True,True
1604,tt1798709_0_6772,Her  ,False,True,True,True
1605,tt1055292_0_9283,Life as We Know It  ,False,False,True,True
1606,tt1282140,Easy A  ,False,False,False,True
1607,tt0866439_0_4124,Made of Honor  ,False,False,False,True
1608,tt2209418_0_5842,Before Midnight  ,False,False,True,True
1609,tt1542852_0_7683,Carancho  ,False,False,True,True
